Seconds,Alpha,Red,Green,Blue
3333,20,102,262,242
3334,14,57,113,393
3335,10,20,120,160
3336,-11,-12,-56,-254
3337,19,57,304,532
3338,1,7,2,14
3339,-19,-76,-152,-608
3340,-8,-26,-98,-26
3341,1,7,8,7
3342,-8,-23,-127,-207
3343,19,132,246,493
3344,1,1,16,27
3345,20,0,160,580
3346,-32,-97,-545,-897
3347,29,30,233,30
3348,-17,-69,-239,-324
3349,-13,-28,-145,-327
3350,1,2,6,1
3351,-26,-51,-441,-571
3352,41,40,573,1147
3353,-40,-201,-521,-1281
3354,0,1,1,1
3355,8,39,79,119
3356,-4,-25,-45,-125
3357,-5,-10,-40,-120
3358,38,38,570,1102
3359,-14,-55,-153,-433
3360,-40,-1,-601,-41
3361,-19,-77,-267,-229
3362,-8,0,-136,-120
3363,43,42,386,214
3364,39,39,546,234
3365,-14,-28,-42,-266
3366,10,29,129,309
3367,37,296,0,555
3368,-4,-10,-74,-98
3369,-1,-3,-4,-19
3370,3,6,9,93
3371,20,42,22,122
3372,-9,-29,-119,-245
3373,1,5,7,22
3374,-39,-272,-77,-935
3375,-12,-47,-59,-371
3376,-38,-228,-114,-760
3377,12,25,217,361
3378,16,112,144,400
3379,9,73,109,64
3380,1,7,11,16
3381,-24,-48,-144,-456
3382,21,126,189,147
3383,23,24,93,530
3384,22,109,153,417
3385,11,10,120,175
3386,-20,1,-179,-579
3387,14,1,113,323
3388,-23,-93,-346,-254
3389,25,123,323,473
3390,6,34,22,94
3391,-23,-137,-183,-620
3392,26,182,26,156
3393,-8,-9,-81,-153
3394,5,19,69,19
3395,6,30,18,156
3396,34,203,271,203
3397,-1,-4,-19,-26
3398,-19,-37,-303,-474
3399,-10,-10,-170,-200
3400,13,25,207,220
3401,-3,-15,-54,-90
3402,-17,-51,-51,-272
3403,-17,-69,-239,-69
3404,-19,-96,-172,-552
3405,-5,-27,-62,-52
3406,-18,-35,-107,-557
3407,15,29,104,419
3408,-4,-30,-66,-2
3409,-2,-9,-3,-11
3410,25,151,26,151
3411,2,14,34,12
3412,-18,-1,-1,-199
3413,-14,-97,-27,-377
3414,-5,-6,-66,-111
3415,4,-1,47,59
3416,1,5,3,24
3417,-24,-168,-408,-360
3418,-11,-45,-78,-309
3419,-11,-86,-119,-141
3420,-19,-134,-248,-381
3421,-23,-136,-297,-527
3422,-11,-77,-77,-132
3423,36,252,504,504
3424,-18,-107,-143,-215
3425,-18,-37,-199,-433
3426,6,30,72,72
3427,4,8,28,84
3428,2,11,15,51
3429,14,84,98,210
3430,35,142,632,772
3431,-16,-32,-160,-416
3432,8,24,72,232
3433,-19,-77,-134,-248
3434,19,58,20,305
3435,14,14,98,140
3436,-26,-182,-260,-312
3437,-20,-119,-19,1
3438,-16,-95,-127,-111
3439,-10,-61,-41,-1
3440,27,28,190,271
3441,0,1,1,1
3442,18,2,110,146
3443,18,91,127,415
3444,-9,-36,-144,-90
3445,-2,-1,-17,-33
3446,12,47,119,347
3447,15,105,30,0
3448,13,79,40,92
3449,-17,-68,-119,-170
3450,-38,-114,-228,-190
3451,-35,-70,-35,-875
3452,19,18,265,265
3453,5,0,20,85
3454,-25,-75,-225,0
3455,29,27,462,520
3456,-17,-118,-271,-373
3457,-6,-17,-53,-89
3458,15,60,240,360
3459,-31,0,-31,-682
3460,-1,-9,-16,-11
3461,-32,-30,-350,-894
3462,5,10,70,25
3463,5,5,10,90
3464,15,47,17,107
3465,-4,-7,-63,-123
3466,12,62,122,122
3467,1,3,17,28
3468,-23,-23,-161,-92
3469,57,172,58,1255
3470,20,161,241,161
3471,19,38,76,0
3472,17,16,84,271
3473,-19,-133,-152,-285
3474,4,26,34,98
3475,-30,-121,-271,-211
3476,16,80,160,320
3477,47,330,471,1129
3478,-39,-233,-701,-1247
3479,21,167,272,335
3480,-26,-131,-79,-53
3481,12,12,156,240
3482,2,1,-1,27
3483,-24,-119,-407,-47
3484,-7,-29,-92,-36
3485,-15,-60,-60,-270
3486,-17,-87,-172,-461
3487,5,39,14,134
3488,-2,-9,-3,-41
3489,-17,-34,-34,-153
3490,5,1,71,56
3491,-1,-4,-18,-17
3492,-15,-107,-32,-437
3493,-13,1,-116,-272
3494,-28,-55,-195,-783
3495,35,104,209,524
3496,29,145,203,348
3497,28,2,114,282
3498,-12,-10,-118,2
3499,9,45,72,171
3500,3,19,10,94
3501,-1,0,-1,-15
3502,11,76,164,98
3503,-2,-12,-30,-8
3504,4,23,43,123
3505,29,30,349,59
3506,19,154,306,401
3507,19,114,285,361
3508,-15,-91,-256,-466
3509,-2,-9,-29,-51
3510,-19,-57,-228,-304
3511,-3,-21,-54,-39
3512,-30,-119,-149,-209
3513,-8,-16,-136,-32
3514,2,2,26,30
3515,4,31,3,27
3516,4,28,68,60
3517,18,17,215,197
3518,-8,-41,-17,-41
3519,-52,-258,-310,-1662
3520,-27,-215,-269,-539
3521,-35,-211,-456,-176
3522,6,48,36,120
3523,-18,-35,-89,-323
3524,-6,-42,-48,-66
3525,-29,-204,-233,-146
3526,35,175,280,350
3527,14,0,154,224
3528,-29,-230,-259,-85
3529,42,211,757,1093
3530,-2,-14,-34,-62
3531,3,11,23,80
3532,-15,-90,-195,-210
3533,-7,-41,-41,-146
3534,-4,-31,-19,-99
3535,8,15,47,71
3536,3,6,0,48
3537,13,40,118,261
3538,9,54,9,162
3539,-51,-355,-202,-814
3540,7,14,42,21
3541,47,93,281,281
3542,-18,-74,-308,-452
3543,33,197,-1,956
3544,21,63,336,588
3545,-6,-43,-25,-13
3546,12,11,35,-1
3547,-12,-72,-72,-324
3548,21,21,147,315
3549,21,42,252,399
3550,0,0,0,0
3551,28,83,251,363
3552,3,2,32,41
3553,1,3,15,4
3554,-25,-50,-100,-775
3555,6,17,23,143
3556,-10,-19,-129,-169
3557,-1,-4,-8,-18
3558,-19,-19,-266,-228
3559,-13,-40,-196,-170
3560,-16,-115,-195,-515
3561,-2,-7,-27,-5
3562,23,116,346,323
3563,23,91,91,689
3564,-12,-82,-130,-58
3565,-3,-21,-33,-30
3566,-16,-112,-256,-256
3567,-9,-19,-28,-82
3568,0,0,0,0
3569,12,72,84,96
3570,2,10,32,62
3571,-35,-173,-628,-908
3572,-7,0,-70,-56
3573,12,24,48,324
3574,8,57,9,41
3575,25,75,175,25
3576,3,22,34,28
3577,0,0,0,0
3578,1,7,16,12
3579,-3,-18,-33,-24
3580,-1,-3,-1,-13
3581,12,86,182,122
3582,-28,-56,-112,-140
3583,-56,0,-112,-616
3584,-9,-62,-17,-215
3585,-1,-7,-16,-24
3586,-23,-47,-116,-139
3587,-34,-101,-203,1
3588,12,25,145,253
3589,10,61,141,81
3590,31,152,493,276
3591,-3,-21,-42,-72
3592,-15,-44,1,-104
3593,-1,-8,-17,-27
3594,13,13,13,299
3595,-10,0,-30,-150
3596,-8,-15,-55,-31
3597,31,1,32,249
3598,12,71,119,83
3599,-3,-6,-12,-90
3600,-3,-15,-48,-12
3601,13,39,143,325
3602,-9,-18,-153,-99
3603,-7,1,-55,-69
3604,-27,-54,-243,-837
3605,0,1,1,1
3606,-44,-264,-132,-264
3607,6,-1,95,101
3608,-6,-28,-4,-184
3609,-11,-44,-88,-121
3610,-9,-70,-79,-43
3611,-46,-183,-689,-1333
3612,-12,-97,-181,-229
3613,1,1,2,3
3614,7,19,75,138
3615,29,116,203,145
3616,-9,-37,-91,-100
3617,4,23,43,67
3618,39,313,508,157
3619,-1,-7,-17,-28
3620,-32,-192,-288,-800
3621,27,135,351,486
3622,2,2,12,10
3623,50,251,751,1551
3624,-7,-35,-49,-133
3625,33,132,528,825
3626,-9,-26,-107,-188
3627,-3,-5,-53,-95
3628,11,43,109,120
3629,20,101,181,121
3630,-12,-35,-23,-131
3631,4,25,41,113
3632,-17,-67,-135,-339
3633,-11,-11,-176,-11
3634,-10,-70,-120,-260
3635,10,61,141,181
3636,-2,-6,-32,-52
3637,3,13,25,85
3638,-2,-1,-17,-45
3639,12,99,51,51
3640,19,96,134,419
3641,-30,2,-508,-448
3642,52,155,259,103
3643,20,81,141,461
3644,-32,1,-255,-863
3645,-4,-9,-21,-121
3646,-15,-45,-165,-405
3647,1,6,14,7
3648,-5,-31,-76,-66
3649,3,17,50,95
3650,21,42,231,420
3651,15,61,151,181
3652,0,1,1,1
3653,1,9,16,21
3654,-8,-39,-119,-175
3655,-15,-75,-30,-120
3656,15,31,166,151
3657,-15,-47,-122,-332
3658,-25,-26,-376,-751
3659,-21,-42,-315,-252
3660,-25,-28,-253,-128
3661,38,266,152,798
3662,-3,-20,-50,-35
3663,26,53,235,27
3664,-10,-10,-140,-150
3665,6,48,84,18
3666,-2,-8,-20,-62
3667,26,77,363,597
3668,18,73,91,145
3669,9,17,143,125
3670,21,44,107,128
3671,-25,-100,-50,-675
3672,6,46,-2,28
3673,-9,-56,-155,-110
3674,-17,-102,-306,-527
3675,46,322,598,644
3676,-1,-3,-1,-2
3677,-34,-68,-340,-408
3678,33,66,165,0
3679,6,23,5,143
3680,30,151,391,181
3681,1,3,0,27
3682,28,225,197,281
3683,5,4,29,64
3684,-4,-10,-66,-2
3685,12,47,179,299
3686,-35,0,-455,-1015
3687,-19,0,-304,-228
3688,-11,-9,-53,-20
3689,21,104,41,293
3690,-15,-76,-31,-241
3691,23,138,115,460
3692,-14,-84,-238,-126
3693,-10,-9,-119,-299
3694,-20,-100,-340,-540
3695,-9,-45,-162,-54
3696,-75,-299,-224,-974
3697,17,85,17,374
3698,14,55,13,279
3699,-15,1,-239,-134
3700,-25,-24,-199,-99
3701,-37,-223,-371,-149
3702,-21,-63,-231,-126
3703,-6,-24,-18,-30
3704,28,30,30,198
3705,9,36,72,135
3706,21,83,314,209
3707,-7,-34,1,-34
3708,-9,-1,-10,-10
3709,21,125,62,440
3710,-11,-46,-2,-112
3711,9,34,88,187
3712,-30,-181,-511,-661
3713,21,41,293,272
3714,-1,-1,-13,-29
3715,-10,-1,-101,-151
3716,-16,-80,-208,-400
3717,-46,-230,-230,-690
3718,-2,-9,-13,-35
3719,9,53,-1,260
3720,-19,-153,-248,-457
3721,-5,-34,-69,-144
3722,15,15,240,390
3723,-41,-328,-41,-533
3724,13,12,207,64
3725,22,88,286,352
3726,13,0,169,221
3727,-14,-72,-58,-72
3728,-2,-6,-28,-50
3729,-32,-256,-256,-32
3730,-33,-232,-67,-496
3731,22,110,330,0
3732,12,97,109,193
3733,-4,-28,-68,-120
3734,26,130,364,208
3735,-13,-104,-13,-156
3736,-2,-6,-22,-8
3737,27,134,269,809
3738,-8,0,-16,-80
3739,30,61,61,121
3740,-3,-20,-35,-53
3741,3,5,53,29
3742,9,26,-1,125
3743,-5,-10,-20,-25
3744,-8,-15,-47,-215
3745,10,59,69,119
3746,-4,-19,-51,-111
3747,25,148,173,448
3748,-17,-68,-238,-340
3749,-13,-104,-13,-195
3750,-10,-19,1,-59
3751,2,6,10,54
3752,-5,-36,-76,-116
3753,30,151,481,391
3754,7,0,70,70
3755,17,119,68,493
3756,-18,-73,-55,-289
3757,2,7,17,19
3758,19,96,305,590
3759,10,32,112,2
3760,2,0,22,38
3761,-3,-15,-33,-87
3762,-41,-82,-533,-41
3763,-1,-7,-2,-20
3764,24,96,264,120
3765,-4,-8,-56,-100
3766,-5,-21,-86,-111
3767,-3,-14,-47,-41
3768,-4,-31,-47,-91
3769,29,28,434,318
3770,15,31,196,391
3771,17,1,290,528
3772,21,20,167,209
3773,-9,-46,-73,-262
3774,-33,-166,-331,-859
3775,13,64,194,389
3776,-49,-197,-295,-393
3777,-6,0,-24,-72
3778,11,56,78,34
3779,-15,-45,-165,-195
3780,37,259,148,518
3781,12,48,204,72
3782,41,163,696,655
3783,-3,-9,-48,-54
3784,-16,-49,-177,-401
3785,20,141,261,241
3786,5,35,80,60
3787,3,4,19,61
3788,-8,-24,-72,-104
3789,4,4,40,96
3790,15,46,151,121
3791,-4,-4,-20,-96
3792,0,-1,-1,-1
3793,27,161,458,296
3794,-4,-16,-32,-12
3795,23,69,299,138
3796,10,30,50,160
3797,-11,-66,-22,-11
3798,21,22,106,148
3799,20,59,319,259
3800,8,16,32,0
3801,37,260,260,260
3802,-31,-31,-341,-992
3803,-26,-155,-259,-129
3804,-27,-162,-189,-297
3805,23,-1,344,551
3806,20,60,320,540
3807,-4,-14,-34,-90
3808,5,36,76,41
3809,-4,-10,-14,-94
3810,6,8,104,38
3811,18,20,74,506
3812,-14,-57,-85,-337
3813,-16,-15,-207,-367
3814,-9,-46,-37,-226
3815,10,70,150,140
3816,30,30,450,750
3817,-16,-64,-160,-208
3818,-1,-3,-16,-19
3819,1,9,11,27
3820,-6,-35,-41,-65
3821,-8,-62,-14,-126
3822,-27,-163,-163,-325
3823,11,66,11,231
3824,-26,-159,-55,-185
3825,3,1,52,37
3826,-1,0,-9,-29
3827,-10,-11,-11,-281
3828,-29,-205,-2,-843
3829,8,39,87,7
3830,32,257,353,833
3831,29,116,203,203
3832,-30,-89,-299,-899
3833,28,85,113,197
3834,15,90,75,15
3835,-16,-62,-126,-318
3836,10,0,30,270
3837,0,0,0,0
3838,-4,-4,-64,-80
3839,31,62,434,806
3840,-12,-12,-180,-192
3841,-18,-72,-72,-558
3842,3,11,23,92
3843,5,35,70,125
3844,34,171,579,1021
3845,-21,-20,-104,-272
3846,-6,-43,-25,-157
3847,1,5,14,0
3848,4,5,33,1
3849,0,0,0,0
3850,16,64,16,192
3851,25,176,376,801
3852,-19,-132,-170,-417
3853,-28,-225,-393,-57
3854,-17,-118,-237,-271
3855,12,60,180,360
3856,7,50,92,29
3857,15,60,135,240
3858,8,55,103,223
3859,2,15,17,29
3860,28,140,448,560
3861,2,12,20,10
3862,28,140,476,252
3863,-24,-121,-217,-121
3864,24,22,358,526
3865,-13,-24,-167,-284
3866,-21,-146,-146,-62
3867,25,102,127,652
3868,-7,-14,-105,-203
3869,16,128,32,0
3870,7,33,82,26
3871,0,-1,-1,-1
3872,-46,-324,-508,-692
3873,6,13,91,121
3874,-21,-43,-22,-64
3875,-15,-15,-255,-330
3876,12,48,120,12
3877,-9,-17,-107,-107
3878,-2,-14,-18,-22
3879,11,9,141,75
3880,25,26,426,276
3881,16,96,160,208
3882,-11,-44,-99,-44
3883,-19,-38,-247,-133
3884,-28,-29,-57,-1
3885,-16,-64,-96,-96
3886,14,-1,83,209
3887,-28,-168,-224,-840
3888,4,-2,70,78
3889,-2,-9,-31,-27
3890,-7,-41,-83,-181
3891,5,17,32,12
3892,-13,-39,-39,-312
3893,31,187,156,373
3894,13,26,117,351
3895,7,29,8,64
3896,-16,-128,-176,-32
3897,-34,-204,-340,-408
3898,4,16,56,108
3899,11,45,100,166
3900,-26,-130,0,-442
3901,-27,-80,-458,-539
3902,44,43,263,1011
3903,-68,-408,-1088,-680
3904,5,5,90,95
3905,4,20,4,116
3906,-9,-10,-118,-226
3907,-4,-3,-39,-27
3908,37,38,408,889
3909,23,24,254,254
3910,25,99,374,424
3911,1,2,17,22
3912,7,34,41,181
3913,4,24,24,36
3914,10,70,60,20
3915,15,15,0,240
3916,34,173,547,343
3917,-6,-19,-85,-97
3918,-37,-296,-592,-37
3919,-6,-13,-91,-163
3920,11,45,144,309
3921,8,23,23,231
3922,-13,-90,-168,-272
3923,-43,-260,-518,-475
3924,-6,-48,-30,-144
3925,-37,-221,-443,-813
3926,7,28,70,70
3927,42,292,82,922
3928,-21,-167,-230,-545
3929,3,12,0,63
3930,-31,-186,-310,-434
3931,25,74,199,549
3932,0,0,0,0
3933,0,0,0,0
3934,15,73,193,268
3935,-2,-2,-30,-10
3936,-15,-74,-239,-224
3937,-14,-111,-223,-391
3938,20,122,262,342
3939,-12,-48,-204,-156
3940,17,51,85,340
3941,11,66,0,165
3942,25,148,373,123
3943,10,10,50,120
3944,-19,-115,-153,-495
3945,-28,-225,-113,-729
3946,-11,-66,-99,-110
3947,-26,-26,-156,-546
3948,9,36,45,207
3949,16,33,1,97
3950,27,163,217,730
3951,12,25,61,277
3952,20,60,60,80
3953,13,39,52,195
3954,-29,-58,-522,-638
3955,10,71,21,161
3956,-8,1,-15,-255
3957,0,0,0,0
3958,11,65,21,54
3959,-19,-134,-248,-419
3960,34,134,576,746
3961,8,0,136,120
3962,22,111,111,1
3963,9,72,0,54
3964,19,113,132,588
3965,11,34,67,177
3966,10,21,51,111
3967,-6,-11,-29,-155
3968,40,200,320,1200
3969,-7,-21,-112,-21
3970,-15,-59,-29,-14
3971,-14,-99,-113,-421
3972,11,0,165,143
3973,60,0,660,900
3974,-11,-13,-123,-255
3975,43,43,0,215
3976,22,113,179,245
3977,26,104,26,416
3978,-9,-45,-99,-126
3979,-21,0,-315,-294
3980,-14,-56,-168,-140
3981,-2,-3,-5,-59
3982,-22,-110,-374,-506
3983,-13,1,-25,-220
3984,-13,1,-25,-298
3985,-17,-52,-290,-494
3986,27,136,352,541
3987,-10,-31,-131,-261
3988,15,29,149,434
3989,-14,-42,-238,-322
3990,11,13,46,332
3991,-21,-22,-148,-463
3992,-14,0,-182,-336
3993,38,265,37,189
3994,15,104,164,119
3995,8,47,-1,47
3996,16,0,80,496
3997,4,19,7,31
3998,42,168,504,1050
3999,19,115,134,96
4000,11,23,188,23
4001,-4,-32,-68,-44
4002,-5,-31,-36,-11
4003,45,135,765,585
4004,17,17,102,357
4005,-38,-37,1,-1063
4006,-17,-68,-272,-204
4007,6,41,71,137
4008,3,8,8,38
4009,-1,-3,-5,-17
4010,-33,-166,-397,-661
4011,34,272,544,1020
4012,11,32,153,208
4013,15,15,240,420
4014,-9,-36,-126,-252
4015,-10,-41,-41,-201
4016,-15,-15,-75,-210
4017,16,114,66,98
4018,16,63,79,175
4019,-23,-114,-413,-275
4020,32,128,320,672
4021,10,80,100,280
4022,12,37,121,169
4023,-35,-69,-174,-979
4024,-6,-44,-26,-122
4025,-19,-78,-287,-477
4026,-8,-31,-7,-103
4027,-12,-71,-143,-311
4028,3,7,31,40
4029,16,33,225,497
4030,-22,-154,-66,-132
4031,-19,-75,-303,-550
4032,0,-1,-1,-1
4033,-37,-223,-445,-186
4034,13,91,182,91
4035,-3,-1,-37,-67
4036,14,56,238,56
4037,-17,-119,-119,-408
4038,-18,-90,-288,-342
4039,-5,-22,-37,-117
4040,-12,-60,-180,-108
4041,16,31,79,335
4042,-14,-70,-14,-196
4043,41,165,411,1108
4044,-1,-8,-3,-33
4045,-26,1,-363,-415
4046,26,155,389,259
4047,-7,-49,-63,-35
4048,19,94,18,-1
4049,-18,-107,-287,-323
4050,14,83,251,321
4051,12,61,49,325
4052,22,131,285,483
4053,-22,-44,-242,-88
4054,24,97,409,97
4055,4,5,37,61
4056,4,9,33,77
4057,-34,-170,0,-646
4058,16,112,224,64
4059,14,99,85,337
4060,7,1,29,190
4061,-31,-93,-279,-310
4062,24,96,360,336
4063,40,81,401,1041
4064,-47,-142,-518,-189
4065,4,17,61,77
4066,8,48,40,64
4067,31,185,340,650
4068,12,47,47,59
4069,-18,-127,-271,-253
4070,-2,-5,-23,-59
4071,-30,-29,-209,-749
4072,-35,-1,-561,-141
4073,-44,-265,-749,-397
4074,14,113,127,365
4075,-1,-5,-10,-4
4076,-3,-6,-9,-78
4077,-6,-39,-9,-75
4078,22,132,286,572
4079,-26,-53,-339,-391
4080,-8,-9,-33,-241
4081,7,21,63,154
4082,-32,-1,-417,-897
4083,-11,-33,-99,-11
4084,10,20,180,60
4085,14,27,125,293
4086,-3,-4,-31,-76
4087,10,10,110,280
4088,-24,-73,-49,-721
4089,-5,-15,-70,-145
4090,-2,-11,-3,-13
4091,11,78,34,221
4092,16,113,209,17
4093,2,4,20,10
4094,-7,-47,-61,-180
4095,-12,-48,-192,-12
4096,4,24,56,108
4097,12,25,73,229
4098,5,24,74,4
4099,0,0,0,0
4100,-7,-41,-97,-181
4101,7,51,128,86
4102,-4,1,-47,-39
4103,36,181,217,1045
4104,-2,-11,-11,-27
4105,-44,-88,-308,-1188
4106,-18,-36,-162,-54
4107,-13,0,-104,-52
4108,-36,-287,-539,-107
4109,10,10,170,160
4110,-2,-16,-24,-6
4111,-33,-132,-231,-561
4112,-2,-1,-25,-11
4113,12,38,218,182
4114,-34,-103,-477,-35
4115,41,40,204,1024
4116,9,52,79,79
4117,0,0,0,0
4118,53,372,690,1061
4119,-25,-150,-25,-475
4120,-21,-19,-250,-607
4121,53,316,581,634
4122,19,39,191,77
4123,-16,-112,-208,-16
4124,9,12,93,264
4125,8,45,37,13
4126,7,47,54,173
4127,20,60,60,420
4128,22,110,44,462
4129,-14,-55,-223,-419
4130,47,283,377,48
4131,6,37,13,97
4132,7,28,98,7
4133,2,13,7,-1
4134,19,133,38,418
4135,-4,-7,-35,-79
4136,6,0,30,114
4137,27,216,459,567
4138,39,79,118,469
4139,-2,1,-21,-15
4140,-1,-1,-16,-10
4141,-17,-86,-205,-443
4142,18,144,144,36
4143,-39,-311,-506,-1013
4144,-23,-114,-252,-275
4145,-5,2,-18,-38
4146,-42,-44,-254,-884
4147,16,82,50,18
4148,13,65,130,377
4149,7,7,14,140
4150,3,11,23,23
4151,-3,-22,-7,-7
4152,10,50,80,0
4153,26,79,339,131
4154,-21,-45,-66,-234
4155,16,14,238,414
4156,-12,-12,-144,-300
4157,-26,-52,-260,-104
4158,29,88,320,784
4159,-18,-72,-126,-54
4160,-4,-17,-57,-9
4161,-26,-127,-309,-75
4162,14,14,42,336
4163,-24,-25,-241,-601
4164,-23,-1,-139,-668
4165,-23,-22,-390,-22
4166,3,-2,40,43
4167,37,259,370,444
4168,8,41,49,73
4169,4,11,63,99
4170,26,106,418,444
4171,0,0,0,0
4172,-9,-45,-36,-117
4173,-8,-15,-111,-63
4174,21,20,230,356
4175,-24,-23,-239,-95
4176,-30,-30,-510,-360
4177,1,0,3,17
4178,11,21,43,164
4179,36,252,396,36
4180,-27,-82,-406,-217
4181,-26,-26,-26,-624
4182,-7,-9,-93,-121
4183,-60,-61,-421,-481
4184,-25,-151,-326,-601
4185,36,72,144,432
4186,-9,-19,-145,-253
4187,14,57,85,43
4188,-2,-10,-6,-38
4189,25,24,324,-1
4190,19,39,77,457
4191,46,92,552,874
4192,-15,-106,-256,-301
4193,-11,-12,-78,-166
4194,20,61,281,421
4195,31,-1,123,309
4196,-2,-12,-16,-24
4197,15,16,271,106
4198,0,-1,-1,-1
4199,-3,0,-24,-30
4200,20,99,19,359
4201,-13,-79,-222,-352
4202,-7,-28,-119,-84
4203,9,18,45,54
4204,-22,-133,-45,-177
4205,8,42,106,162
4206,-6,-49,-79,-139
4207,-25,-149,1,-574
4208,-18,-35,-161,-71
4209,5,9,54,9
4210,4,12,0,56
4211,-11,-11,-99,-110
4212,-5,-30,-30,-35
4213,-9,-28,-82,-55
4214,10,50,90,140
4215,5,12,22,132
4216,-39,-79,-586,-664
4217,-12,-24,-84,-72
4218,32,64,64,736
4219,46,182,228,596
4220,-7,-21,-7,-98
4221,-7,-36,-85,-120
4222,10,10,80,210
4223,-17,-52,-137,-205
4224,14,11,53,193
4225,39,78,624,897
4226,-11,-77,0,-187
4227,27,215,53,161
4228,6,5,65,107
4229,4,29,17,9
4230,24,72,72,408
4231,-16,-64,-208,-48
4232,9,73,91,181
4233,20,100,260,580
4234,17,51,102,476
4235,3,11,26,50
4236,-5,-10,-45,-85
4237,-10,-40,-70,-140
4238,22,24,156,552
4239,-22,-177,-1,-89
4240,-9,-72,-126,-126
4241,-15,-58,-118,-283
4242,-2,-3,-27,-37
4243,0,0,0,0
4244,11,77,99,22
4245,9,18,63,117
4246,-16,-128,-240,-256
4247,21,126,273,168
4248,29,174,522,667
4249,35,173,208,978
4250,3,2,32,44
4251,1,6,4,12
4252,5,33,88,33
4253,18,35,125,161
4254,39,38,116,467
4255,-22,-66,-22,-418
4256,14,56,154,168
4257,28,225,505,85
4258,-2,-4,-22,-30
4259,-1,2,-6,-25
4260,0,2,2,2
4261,34,273,613,171
4262,28,28,448,812
4263,-34,-169,-407,-373
4264,3,9,15,36
4265,-25,-174,1,-699
4266,8,23,111,159
4267,0,0,0,0
4268,5,35,15,65
4269,5,15,75,155
4270,3,16,7,25
4271,1,1,16,21
4272,30,90,420,90
4273,-8,-17,-121,-185
4274,-2,-10,-8,-14
4275,3,16,37,13
4276,-12,-47,-191,-251
4277,10,10,120,290
4278,-15,-91,-211,-121
4279,-5,-26,-16,-56
4280,-12,-46,-118,-262
4281,4,24,24,64
4282,-10,-49,-29,-89
4283,29,30,378,610
4284,-24,-50,-122,-578
4285,17,50,101,220
4286,6,5,11,71
4287,0,1,1,1
4288,-22,-66,-330,-110
4289,-11,0,-165,0
4290,34,136,408,136
4291,24,96,96,0
4292,2,1,19,3
4293,-4,-12,-32,-72
4294,3,12,18,54
4295,-2,-2,-16,-44
4296,4,2,34,106
4297,16,96,32,384
4298,0,-1,-1,-1
4299,10,39,39,289
4300,-7,-42,-14,-217
4301,-45,-92,-47,-92
4302,-12,-36,-24,-96
4303,-25,-75,-350,-250
4304,10,29,169,119
4305,38,266,38,266
4306,7,34,104,202
4307,-15,-59,-74,-329
4308,4,12,4,4
4309,-35,-245,-490,-1015
4310,-55,0,-715,-990
4311,26,182,260,494
4312,-25,-125,-400,-725
4313,1,7,2,5
4314,-14,-67,3,-277
4315,38,225,453,73
4316,-17,-67,-220,-492
4317,-5,-24,-34,-119
4318,-15,-104,-14,-224
4319,0,0,0,0
4320,-27,0,-27,-594
4321,-40,-158,-118,-758
4322,-3,-1,-46,-49
4323,37,73,443,628
4324,11,22,132,121
4325,2,11,5,33
4326,-20,-40,-260,-560
4327,20,120,20,100
4328,-43,-258,-129,-516
4329,31,247,247,898
4330,-25,-123,-123,-223
4331,-9,-55,-100,-28
4332,-9,-26,-134,-278
4333,16,64,256,80
4334,10,21,31,81
4335,0,0,0,0
4336,-13,-38,-129,-376
4337,-4,-7,-55,-51
4338,-32,-31,-351,-255
4339,-16,-112,-80,-288
4340,12,48,180,108
4341,23,-1,114,643
4342,32,129,1,929
4343,5,3,53,98
4344,14,98,14,406
4345,-14,-67,-207,-25
4346,21,167,251,440
4347,-3,-14,-38,-44
4348,-4,-17,-5,-49
4349,4,15,31,55
4350,0,-1,-1,-1
4351,28,141,421,785
4352,7,9,65,30
4353,-21,2,-376,-607
4354,-7,-19,-89,-40
4355,18,90,270,72
4356,-33,-198,-462,-594
4357,2,16,32,52
4358,3,21,30,81
4359,-3,0,-21,-72
4360,2,15,35,59
4361,34,35,273,341
4362,-10,-19,-159,-249
4363,-12,-24,-60,-156
4364,1,5,11,30
4365,27,107,26,80
4366,-4,-17,-9,-9
4367,-3,-17,-11,-50
4368,-8,-25,-137,-217
4369,21,85,43,442
4370,20,39,259,19
4371,-24,-95,-335,-479
4372,-38,-75,-303,-227
4373,-33,0,-429,-825
4374,-3,-21,-18,-27
4375,-2,-3,-21,-5
4376,-11,-10,-10,-307
4377,-22,-153,-263,-21
4378,-7,-42,-105,-98
4379,-19,-95,-95,-171
4380,26,128,362,778
4381,3,24,45,12
4382,-2,-14,-18,-26
4383,19,-1,303,56
4384,-1,-1,-3,-12
4385,19,73,-3,92
4386,-1,0,-5,-2
4387,11,22,55,55
4388,-1,-2,-16,-27
4389,-23,-163,-301,-186
4390,0,1,1,1
4391,7,42,0,91
4392,13,77,38,77
4393,9,55,118,127
4394,23,138,69,161
4395,20,21,101,41
4396,3,16,7,67
4397,10,60,10,290
4398,15,60,180,30
4399,26,26,442,78
4400,-9,-63,-144,-108
4401,-17,-84,-203,-339
4402,30,119,239,209
4403,11,66,176,132
4404,21,43,211,379
4405,28,223,335,559
4406,-16,-128,-80,-496
4407,14,14,14,112
4408,-30,-149,-359,-659
4409,15,90,60,45
4410,6,13,73,193
4411,-7,-34,-62,-216
4412,-22,-66,-154,-110
